"Region","Subregion","Stock","Name","EnglishName","ScientificName","SpecCode","Group","Source","MinOfYear","MaxOfYear","StartYear","EndYear","Flim","Fpa","Blim","Bpa","Bmsy","FMSY","MSY","MSYBtrigger","B40","M","Fofl","Resilience","r.low","r.hi","stb.low","stb.hi","int.yr","intb.low","intb.hi","endb.low","endb.hi","q.start","q.end","btype","force.cmsy","Comment"
"Northeast Atlantic","Greater North Sea","ple-eche","Plaice in Division VIId (Eastern Channel)","European plaice ","Pleuronectes platessa",1342,"Flatfish","www.ices.dk",1980,2014,1985,2014,0.54,0.45,5600,8000,,,,,,,,"Medium",0.17,0.71,0.01,0.4,"NA","NA","NA","NA","NA","NA","NA","CPUE","F","OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","ple-nsea","Plaice Subarea IV (North Sea)","European plaice ","Pleuronectes platessa",1342,"Flatfish","http://ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2015/WGNSSK/10%20WGNSSK%20report%20-%20Sec%2008%20Plaice%20in%20Subarea%20IV.pdf",1957,2014,1960,2014,0.74,0.6,160000,230000,,0.25,,230000,,,,"Medium",0.17,0.71,"NA","NA",1982,0.01,0.4,"NA","NA","NA","NA","CPUE","F","TSB incomplete, using SSB. Start year set to 1960. OK (RF 25.04.16)"
"Northeast Atlantic","Greater North Sea","rng-kask","Roundnose grenadier (Coryphaenoides rupestris) in Division 3.a (Skagerrak and Kattegat)","Roundnose grenadier","Coryphaenoides rupestris",332,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rng-kask.pdf",1988,2015,1988,2015,,,,,,,,,,,,"Very low",0.092,0.695,"NA","NA",2003,0.2,0.6,0.01,0.3,1996,2001,"CPUE","F","OK (RF 09.06.16)"
"Northeast Atlantic","Greater North Sea","sai-3a46","Saithe in Subarea IV (North Sea) Division IIIa West and Subarea VI ","Saithe","Pollachius virens",1343,"Large predators","www.ices.dk",1967,2014,1967,2014,0.6,0.4,106000,200000,,0.3,,200000,,,,"Medium",0.21,0.75,"NA","NA",1990,0.01,0.4,0.01,0.4,"NA","NA","CPUE","F","OK (RF 25.04.16)"
"Northeast Atlantic","Greater North Sea","san-ns1","Sandeel in the Dogger Bank area (SA 1)","Small sandeel ","Ammodytes tobianus",38,"Others","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/san-ns1.pdf",1983,2015,1983,2015,,,160000,215000,,,,215000,,,,"High","NA","NA","NA","NA","NA","NA","NA",0.01,0.3,2004,2011,"CPUE","F","OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","san-ns2","Sandeel in the South Eastern North Sea (SA 2)","Small sandeel ","Ammodytes tobianus",38,"Others","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/san-ns2.pdf",1983,2015,1985,2015,,,70000,100000,,,,100000,,,,"High","NA","NA","NA","NA","NA","NA","NA",0.01,0.4,2010,2015,"CPUE","F","OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","san-ns3","Sandeel in the Central Eastern North Sea (SA 3)","Small sandeel ","Ammodytes tobianus",38,"Others","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/san-ns3.pdf",1983,2015,1983,2015,,,100000,195000,,,,195000,,,,"High","NA","NA",0.01,0.4,"NA","NA","NA",0.01,0.4,1990,1995,"CPUE","F","OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","san-ns4","Sandeel in Divisions 4a and 4b, SA 4 (North and Central North Sea)","Small sandeel ","Ammodytes tobianus",38,"Others","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/san-ns4.pdf",1983,2015,1983,2015,,,,,,,,,,,,"High","NA","NA",0.5,0.9,2000,0.2,0.6,0.01,0.3,1999,2003,"CPUE","F","OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","san-ns6","Sandeel in Division 3a East, SA 6 (Kattegat)","Small sandeel ","Ammodytes tobianus",38,"Others","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/san-ns6.pdf",1983,2015,1983,2015,,,,,,,,,,,,"High","NA","NA",0.5,0.99,"NA","NA","NA",0.01,0.3,"NA","NA","None","F","OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","san-ns7","Sandeel in Division 4a, SA 7 (Northern North Sea, Shetland)","Small sandeel ","Ammodytes tobianus",38,"Others","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/san-ns7.pdf",1983,2015,1983,2015,,,,,,,,,,,,"High","NA","NA",0.5,0.99,2000,0.01,0.4,0.01,0.2,"NA","NA","None","F","Catch data read from graph partially. OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","sol-eche","Sole in Division VIId (Eastern Channel)","Common sole ","Solea solea",525,"Flatfish","http://ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/sol-eche.pdf",1982,2014,1982,2014,0.55,0.4,,8000,,0.29,,8000,,,,"Medium",0.18,1.02,"NA","NA",2001,0.01,0.4,0.2,0.6,"NA","NA","CPUE","F","SSB used. OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","sol-kask","Sole in Division IIIa and Subdivisions 22-24 (Skagerrak, Kattegat, and the Belts)","Common sole ","Solea solea",525,"Flatfish","www.ices.dk",1984,2014,1984,2014,,,,,,,,,,,,"Medium",0.18,1.02,0.01,0.4,2000,0.2,0.6,0.2,0.6,2006,2011,"CPUE","F","OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","sol-nsea","Sole in Subarea IV (North Sea)","Common sole ","Solea solea",525,"Flatfish","www.ices.dk",1957,2014,1960,2014,,0.4,25000,35000,,0.22,,35000,,,,"Medium",0.18,1.02,"NA","NA",1998,0.01,0.4,0.01,0.4,"NA","NA","CPUE","F","Start year set to 1960. OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","spr-kask","Sprat in Division IIIa (Skagerrak and Kattegat)","European sprat","Sprattus sprattus",1357,"Small pelagics","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/spr-kask.pdf",1974,2014,1974,2014,,,,,,,,,,,,"Medium",0.2,1.19,"NA","NA",1985,0.01,0.4,0.01,0.4,"NA","NA","CPUE","F","OK (RF 11.05.16)"
"Northeast Atlantic","Greater North Sea","spr-nsea","Sprat in Subarea IV (North Sea)","European sprat","Sprattus sprattus",1357,"Small pelagics","www.ices.dk",1974,2014,1974,2014,,,,,,,,,,,,"Medium",0.2,1.19,"NA","NA",2010,0.01,0.4,0.5,0.9,2006,2011,"CPUE","F","OK (RF 28.04.16)"
"Northeast Atlantic","Greater North Sea","syc-347d","Lesser-spotted dogfish in Subarea IV and Divisions IIIa and VIId (North Sea, Skagerrak and Kattegat, and eastern English Channel)","Lesser-spotted dogfish","Scyliorhinus canicula",845,"Elasmobranchs","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/syc-347d.pdf",1993,2014,1993,2014,,,,,,,,,,,,"Low","NA","NA",0.01,0.4,2000,0.01,0.4,0.2,0.6,2005,2011,"CPUE","F","OK (RF 11.05.2016) Missing landings were replaced by average of adjacent three years. Landings highly uncertain. By-catch species, may survive discard."
"Northeast Atlantic","Greater North Sea","tur-kask","Turbot in Division IIIa","Turbot","Scophthalmus maximus",1348,"Flatfish","http://ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/Tur-kask.pdf",1996,2014,1996,2014,,,,,,,,,,,,"Medium",0.31,0.65,"NA","NA","NA","NA","NA",0.01,0.4,"NA","NA","CPUE","F","OK (RF 25.04.16)"
"Northeast Atlantic","Greater North Sea","tur-nsea","Turbot in Subarea IV","Turbot","Scophthalmus maximus",1348,"Flatfish","http://ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2015/WGNSSK/20%20WGNSSK%20report%20-%20Sec%2018%20Turbot%20in%20Subarea%20IV.pdf",1975,2014,1975,2014,,,,,,,,,,,,"Medium",0.31,0.65,"NA","NA","NA","NA","NA",0.01,0.4,"NA","NA","CPUE","F","OK (RF 25.04.16)"
"Northeast Atlantic","Greater North Sea","whg-47d","Whiting Subarea IV (North Sea) and Division VIId (Eastern Channel)","Whiting ","Merlangius merlangus ",29,"Large predators","www.ices.dk",1990,2014,1990,2014,,,,,,,,,,,,"Medium",0.22,1.01,"NA","NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F","OK (RF 25.04.16)"
"Northeast Atlantic","Greater North Sea","whg-kask","Whiting in Division IIIa (Skagerrak and Kattegat)","Whiting ","Merlangius merlangus ",29,"Large predators","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/whg-kask.pdf",1975,2014,1975,2014,,,,,,,,,,,,"Medium",0.22,1.01,"NA","NA",1992,0.01,0.4,0.01,0.3,"NA","NA","None","F","OK (RF 12.05.16)"
"Northeast Atlantic","Greater North Sea","wit-nsea","Witch in Subarea IV and Divisions IIIa and VIId (North Sea, Skagerrak and Kattegat, Eastern English Channel)","Witch","Glyptocephalus cynoglossus",26,"Flatfish","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/wit-nsea.pdf",1968,2014,1968,2014,,,,,,,,,,,,"Medium",0.17,0.6,0.01,0.4,1980,0.2,0.6,0.01,0.4,2000,2006,"CPUE","F","OK (RF 13.05.16)"
"Northeast Atlantic","Greenland Sea","arg-icel","Greater silver smelt in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)","Greater silver smelt","Argentina silus",2700,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/arg-icel.pdf",1988,2015,1988,2015,,,,,,0.171,,,,,,"Medium",0.14,0.66,0.01,0.4,2007,0.01,0.4,0.2,0.6,2004,2007,"CPUE","F","OK (RF 09.06.16)"
"Northeast Atlantic","Greenland Sea","bli-5a14","Blue ling in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)","Blue ling","Molva dypterygia",1383,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/bli-5a14.pdf",1973,2015,1973,2015,,,,,,,,,,,,"Low",0.2,0.5,"NA","NA",2004,0.01,0.4,0.01,0.4,2001,2005,"CPUE","F","OK (RF 08.06.16)"
"Northeast Atlantic","Greenland Sea","cod-ingr","Cod in in NAFO Subarea 1, inshore (West Greenland cod)","Atlantic cod","Gadus morhua",69,"Large predators","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/cod-ingr.pdf",1960,2014,1980,2014,,,,,,,,,,,,"Medium",0.221,0.947,0.01,0.4,1999,0.01,0.3,0.01,0.4,"NA","NA","CPUE","F","OK (RF 23.05.16)"
"Northeast Atlantic","Greenland Sea","cod-segr","Cod in ICES Subarea XIV and NAFO Subdivision 1F (East Greenland, South Greenland)","Atlantic cod","Gadus morhua",69,"Large predators","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/cod-segr.pdf",1954,2014,1960,2014,,,,,,,,,,,,"Medium",0.221,0.947,0.2,0.6,1993,0.01,0.3,0.01,0.4,"NA","NA","CPUE","F","OK (RF 23.05.16)"
"Northeast Atlantic","Greenland Sea","cod-wgr","Cod in in NAFO  Subdivisions 1A–E, offshore (West Greenland)","Atlantic cod","Gadus morhua",69,"Large predators","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/cod-wgr.pdf",1952,2014,1962,2014,,,,,,,,,,,,"Medium",0.221,0.947,0.2,0.6,1970,0.01,0.4,0.01,0.2,"NA","NA","None","F","OK (RF 23.05.16)"
"Northeast Atlantic","Greenland Sea","smn-grl","Beaked redfish in Division XIVb (Demersal) (Southeast Greenland)","Beaked redfish","Sebastes mentella",505,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/smn-grl.pdf",1975,2014,1975,2014,,,,,,,,,,,,"Low",0.12,0.43,0.01,0.4,2005,0.01,0.4,0.01,0.2,"NA","NA","CPUE","F","OK (RF 23.05.16)"
"Northeast Atlantic","Greenland Sea","smr-5614","Golden redfish in Subareas V, VI, XII, and XIV (Iceland and Faroes grounds, West of Scotland, North of Azores, East of Greenland)","Golden redfish","Sebastes norvegicus",505,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/smr-5614.pdf",1971,2014,1971,2014,,,160000,,,0.097,,220000,,,,"Low","NA","NA","NA","NA",2001,0.01,0.4,0.2,0.6,"NA","NA","CPUE","F","OK (RF 23.05.16)"
"Northeast Atlantic","Iceland Sea","cap-icel","Capelin in Subareas V and XIV and Division IIa west of 5°W (Iceland and Faroes grounds, East Greenland, Jan Mayen area)","Capelin","Mallotus villosus",252,"Small pelagic","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/cap-icel.pdf",1979,2016,1979,2016,,,150000,,,,,,,,,"Medium",0.2,1.19,0.01,0.4,1990,0.01,0.4,0.01,0.4,"NA","NA","CPUE","F","NEW 2016. OK (RF 23.05.16)"
"Northeast Atlantic","Iceland Sea","cod-iceg","Cod in Division Va (Icelandic cod)","Atlantic cod","Gadus morhua",69,"Large predators","www.ices.dk",1955,2014,1955,2014,,,,,,,,,,,,"Medium",0.221,0.947,"NA","NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F","OK (RF 15.04.16)"
"Northeast Atlantic","Iceland Sea","ghl-grn","Greenland halibut in Subareas V, VI, XII, and XIV (Iceland and Faroes grounds, West of Scotland, North of Azores, East of Greenland)","Greenland halibut","Reinhardtius hippoglossoides",516,"Flatfish","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/ghl-grn.pdf",1960,2014,1960,2014,,,,,,,,,,,,"Low",0.14,0.58,0.5,0.9,1996,0.01,0.4,0.01,0.4,"NA","NA","CPUE","F","OK (RF 23.05.16)"
"Northeast Atlantic","Iceland Sea","had-iceg","Haddock  in Division Va (Icelandic haddock)","Haddock ","Melanogrammus aeglefinus ",1381,"Large predators","http://ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/had-iceg.pdf",1979,2014,1979,2014,,0.47,45000,,,,,,,,,"Medium",0.21,1,0.01,0.4,2006,0.5,0.9,0.01,0.4,"NA","NA","CPUE","F","OK (RF 23.05.16)"
"Northeast Atlantic","Iceland Sea","her-vasu","Herring in Division Va (Iceland grounds) (summer-spawning herring)","Atlantic herring","Clupea harengus",24,"Small pelagics","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/her-vasu.pdf",1987,2014,1987,2014,,,,,,,,,,,,"Medium",0.159,0.995,0.01,0.4,2007,0.5,0.9,0.2,0.6,1998,2002,"CPUE","F","OK (RF 23.05.16)"
"Northeast Atlantic","Iceland Sea","lin-icel","Ling in Division 5.a (Iceland grounds)","Ling","Molva molva",33,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/lin-icel.pdf",1982,2015,1982,2015,,,8600,9500,,0.24,,9500,,,,"Medium",0.23,0.66,0.01,0.4,2005,0.01,0.4,0.2,0.6,1997,2002,"CPUE","F","OK (RF 09.06.16)"
"Northeast Atlantic","Iceland Sea","Pan_bor_1","Northern shrimp in Arnarfjordur","Northern shrimp","Pandalus borealis",,"Invertebrates","Report of WKLIFE IV, ICES CM 2014/ACOM:54",1988,2013,1988,2013,,,,,,,,,,,,"Medium","NA","NA","NA","NA","NA","NA","NA",0.01,0.4,"NA","NA","CPUE","F","OK (RF 15.04.16)"
"Northeast Atlantic","Iceland Sea","Pan_bor_2","Northern shrimp in Isafjardardjup","Northern shrimp","Pandalus borealis",,"Invertebrates","Report of WKLIFE IV, ICES CM 2014/ACOM:54",1988,2013,1988,2013,,,,,,,,,,,,"Medium","NA","NA","NA","NA","NA","NA","NA",0.01,0.4,"NA","NA","CPUE","F","OK (RF 15.04.16)"
"Northeast Atlantic","Iceland Sea","sai-icel","Icelandic saithe (Division Va)","Saithe","Pollachius virens",1343,"Large predators","http://ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/sai-icel.pdf",1980,2014,1980,2014,,,65000,,,0.28,,65000,,,,"Medium",0.21,0.75,"NA","NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F","Updated - SSB (ND 21.04.2016) OK (RF 15.04.16)"
"Northeast Atlantic","Iceland Sea","smn-con","Beaked redfish in Subarea XIV and Division Va (Icelandic slope stock) (East of Greenland, Iceland grounds)","Beaked redfish","Sebastes mentella",505,"Deep water","www.ices.dk",2000,2014,2000,2014,,,,,,,,,,,,"Low",0.12,0.43,"NA","NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F","Resilience changed from Very low to Low"
"Northeast Atlantic","Iceland Sea","smn-dp","Beaked redfish in Subareas V, XII, and XIV (Iceland and Faroes grounds, north of Azores, east of Greenland) and NAFO Subareas 1+2 (deep pelagic stock > 500 m)","Beaked redfish","Sebastes mentella",505,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/smn-dp.pdf",1991,2014,1991,2014,,,,,,,,,,,,"Very low",0.12,0.43,0.5,0.9,2005,0.01,0.4,0.01,0.4,"NA","NA","CPUE","F","OK (RF 17.04.16)"
"Northeast Atlantic","Iceland Sea","smn-sp","Beaked redfish in Subareas V, XII, and XIV (Iceland and Faroes grounds, north of Azores, east of Greenland) and NAFO Subareas 1+2 (shallow pelagic stock < 500 m)","Beaked redfish","Sebastes mentella",505,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/smn-sp.pdf",1982,2014,1982,2014,,,,,,,,,,,,"Very low",0.12,0.43,0.5,0.9,1995,0.2,0.6,0.01,0.2,2000,2005,"CPUE","F","Acoustic survey data used for abundance. OK (RF 17.04.16)"
"Northeast Atlantic","Iceland Sea","usk-icel","Tusk in Division Va and Subarea XIV","Tusk","Brosme brosme",51,"Deep water","www.ices.dk",1980,2014,1980,2014,,,,,,,,,,,,"Low",0.21,0.64,"NA","NA",2000,0.01,0.4,0.01,0.4,"NA","NA","CPUE","F","OK (RF 17.04.16)"
"Northeast Atlantic","Norwegian Sea","cod-coas","Cod in Subareas I and II (Norwegian coastal waters cod)","Atlantic cod","Gadus morhua",69,"Large predators","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/cod-coas.pdf",1984,2014,1984,2014,,,,,,,,,,,,"Medium",0.221,0.947,"NA","NA",2000,0.01,0.4,0.01,0.4,"NA","NA","CPUE","F","OK (RF 13.05.16)"
"Northeast Atlantic","Norwegian Sea","her-noss","Norwegian spring-spawning herring","Atlantic herring","Clupea harengus",24,"Small pelagics","www.ices.dk",1988,2014,1988,2014,,0.15,2500000,5000000,,0.15,,5000000,,,,"Medium",0.159,0.995,"NA","NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F","OK (RF 15.04.16)"
"Northeast Atlantic","Rockall","cod-rock","Cod in Division VIb (Rockall)","Atlantic cod","Gadus morhua",69,"Large predators","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/cod-rock.pdf",1984,2014,1984,2014,,,,,,,,,,,,"Medium",0.221,0.947,"NA","NA",1995,0.2,0.6,0.01,0.3,"NA","NA","CPUE","F","Landings in kg/h of Irish otter trawlers. OK (RF 17.04.16)"
"Northeast Atlantic","Rockall","had-rock","Haddock in Division VIb (Rockall)","Haddock ","Melanogrammus aeglefinus ",1381,"Large predators","www.ices.dk",1991,2014,1991,2014,,0.4,6000,9000,,0.2,,9000,,,,"Medium",0.21,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F","OK (RF 15.04.16)"
"Northeast Atlantic","Rockall","meg-rock","Megrim (Lepidorhombus spp.) in Division VIb (Rockall) ","Megrim","Lepidorhombus spp.",,"Flatfish","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/meg-rock.pdf",1990,2014,1990,2014,,,,,,,,,,,,"Medium","NA","NA","NA","NA",2005,0.01,0.3,0.2,0.6,2008,2011,"CPUE","F","OK (RF 17.05.16)"
"Northeast Atlantic","Wide ranging","agn-nea","Angel shark in the Northeast Atlantic","Angel shark","Squatina squatina",736,"Elasmobranchs","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/agn-nea.pdf",1973,2011,1975,2011,,,,,,,,,,,,"Low","NA","NA",0.01,0.4,1992,0.01,0.3,0.01,0.1,"NA","NA","None","F","OK (RF 11.05.2016)"
"Northeast Atlantic","Wide ranging","arg-123a4","Greater silver smelt in Subareas I, II, IV, and Division IIIa (Northeast Arctic, North Sea, Skagerrak and Kattegat)","Greater silver smelt","Argentina silus",2700,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/arg-123a4.pdf",1988,2014,1988,2014,,,,,,,,,,,,"Medium",0.14,0.66,"NA","NA",2003,0.01,0.4,0.2,0.6,1991,1997,"CPUE","F","OK (RF(13.05.16) No ICES update in 2016."
"Northeast Atlantic","Wide ranging","arg-rest","Greater silver smelt in Subareas VII-X, XII, and Division VIb (other areas)","Greater silver smelt","Argentina silus",2700,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/arg-rest.pdf",1978,2014,2000,2014,,,,,,,,,,,,"Low",0.14,0.66,0.2,0.6,2006,0.01,0.4,0.01,0.4,2003,2005,"CPUE","F","OK (RF 09.06.16). Start year set to 2000. No ICES update in 2016."
"Northeast Atlantic","Wide ranging","bli-oth","Blue ling in Subareas I, II, VIII, IX, and XII, and Divisions IIIa and IVa (other areas)","Blue ling","Molva dypterygia",1383,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/bli-oth.pdf",1988,2014,1988,2014,,,,,,,,,,,,"Low",0.2,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","None","F","OK (RF 16.05.16) Kein ICES update in 2016."
"Northeast Atlantic","Wide ranging","bsf-nea","Black scabbardfish in subareas 1, 2, 4, 6–8, 10, and 14, and in divisions 3.a, 5.a–b, 9.a, and 12.b (Northeast Atlantic)","Black scabbardfish","Aphanopus carbo",646,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/bsf-nea.pdf",1990,2015,1990,2015,,,,,,,,,,,,"Low","NA","NA",0.5,0.9,"NA","NA","NA",0.5,0.9,"NA","NA","CPUE","F","OK (RF 08.06.16) Total abundance index used."
"Northeast Atlantic","Wide ranging","bsk-nea","Basking shark in the Northeast Atlantic","Basking shark","Cetorhinus maximus",90,"Elasmobranchs","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/bsk-nea.pdf",1977,2014,1977,2014,,,,,,,,,,,,"Very low",0.001,0.54,"NA","NA",1990,0.01,0.4,"NA","NA","NA","NA","None","F","Catches given as + assumed to be 1. OK (RF 17.04.16)"
"Northeast Atlantic","Wide ranging","cyo-nea","Portuguese dogfish in the Northeast Atlantic","Portuguese dogfish","Centroscymnus coelolepis",662,"Elasmobranchs","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/cyo-nea.pdf",1988,2014,1992,2014,,,,,,,,,,,,"Very low","NA","NA",0.01,0.4,2006,0.01,0.4,0.01,0.1,2004,2009,"CPUE","F","OK (RF 11.05.16)"
"Northeast Atlantic","Wide ranging","dgs-nea","Spurdog in Northeast Atlantic","Picked dogfish","Squalus acanthias",139,"Elasmobranchs","http://ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/dgs-nea.pdf",1980,2013,1980,2013,,,,,,,,,,,,"Low",0.0017,0.92,"NA","NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F","OK (RF 23.05.16)"
"Northeast Atlantic","Wide ranging","eel-eur","European eel throughout its natural range","European eel","Anguilla anguilla",35,"Others","Recruitment index: http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/eel-eur.pdf Catch statistics: FAO FishstatJ Global Capture Production",1950,2014,1950,2014,,,,,,,,,,,,"Low",0.16,0.66,"NA","NA","NA","NA","NA",0.01,0.2,"NA","NA","CPUE","T","Updated - Yellow eel recruitment index (ND 21.04.2016) REDO Endbio set to 0.01-0.2. Elver abundance is recruitment and cannot be used for adult abundance. Using CMSY for management results."
"Northeast Atlantic","Wide ranging","gag-nea","Tope in the Northeast Atlantic","Tope","Galeorhinus galeus",4642,"Elasmobranchs","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/gag-nea.pdf",1978,2014,1979,2014,,,,,,,,,,,,"Very low",0.011,0.68,"NA","NA",1990,0.01,0.4,0.01,0.3,"NA","NA","None","F","OK (RF 12.05.16)"
"Northeast Atlantic","Wide ranging","gfb-comb","Great forkbeard in Northeast Atlantic","Great forkbeard","Phycis blennoides",1340,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/gfb-comb.pdf",1988,2015,1988,2015,,,,,,,,,,,,"Medium",0.27,0.83,"NA","NA","NA","NA","NA",0.01,0.4,"NA","NA","CPUE","F","OK (RF 09.06.16)"
"Northeast Atlantic","Wide ranging","guq-nea","Leafscale gulper shark in the Northeast Atlantic","Leafscale gulper","Centrophorus squamosus",653,"Elasmobranchs","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/guq-nea.pdf",1988,2014,1988,2014,,,,,,,,,,,,"Low",0.0041,0.53,"NA","NA",2003,0.01,0.4,0.01,0.2,"NA","NA","None","F","OK (RF 23.05.16)"
"Northeast Atlantic","Wide ranging","gur-comb","Red gurnard in Subareas III, IV, V, VI, VII, and VIII (Northeast Atlantic)","Red gurnard","Chelidonichthys cuculus",44,"Others","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/gur-comb.pdf",2003,2014,2003,2014,,,,,,,,,,,,"Medium",0.27,1.44,0.01,0.4,"NA","NA","NA",0.01,0.3,"NA","NA","None","F","OK (RF 11.05.16)"
"Northeast Atlantic","Wide ranging","hke-nrtn","Hake in Division IIIa, Subareas IV, VI and VII and Divisions VIIIa,b,d (Northern stock)","European hake","Merluccius merluccius",30,"Large predators","www.ices.dk",1978,2014,1978,2014,,,,,,,,,,,,"Medium",0.2,0.95,"NA","NA",2005,0.01,0.4,"NA","NA","NA","NA","CPUE","F","OK (RF 25.04.16)"
"Northeast Atlantic","Wide ranging","hom-west","Horse mackerel in Subarea VIII and Divisions IIa, IVa, Vb, VIa, and VIIa–c, e–k","Atlantic horse mackerel","Trachurus trachurus",1365,"Others","www.ices.dk",1982,2014,1982,2014,,,,,,,,,,,,"Medium",0.2,0.97,"NA","NA","NA","NA","NA",0.01,0.4,"NA","NA","CPUE","F","Discrepancy between r-estimates, using CPUE instead of biomass. OK (RF 17.04.16)"
"Northeast Atlantic","Wide ranging","lin-oth","Ling in Subareas VI-IX, XII, and XIV, and in Divisions IIIa and IVa (other areas)","Ling","Molva molva",33,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/lin-oth.pdf",1988,2014,1988,2014,,,,,,,,,,,,"Medium",0.23,0.66,0.01,0.4,2003,0.01,0.4,0.2,0.6,2004,2008,"CPUE","F","OK (RF 11.05.2016) No ICES update in 2016."
"Northeast Atlantic","Wide ranging","mac-nea","Mackerel (combined Southern, Western & N.Sea spawn.comp.)","Atlantic mackerel ","Scomber scombrus",118,"Small pelagics","www.ices.dk",1980,2014,1980,2014,0.42,0.23,1670000,2300000,,0.22,,2200000,,,,"Medium",0.19,1,0.5,0.9,2005,0.2,0.6,"NA","NA","NA","NA","CPUE","F","OK (RF 17.04.16)"
